resultspre,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREIPIE,G20PREIWES,G20PREIMCH,G20PREILAR,G20PREOWRI,Winner,Winner Votes
Pleasant Valley 3,10,9,0,0,0,0,0,0,0,0,G20PRERTRU,231851
Orangeville #5,576,103,6,0,1,1,3,1,0,3,G20PRERTRU,231851
Huntington #9,460,69,4,1,0,0,1,1,0,2,G20PRERTRU,231851
EU1,56,29,0,0,0,0,0,0,0,0,G20PRERTRU,231851
EU3,98,30,4,0,3,0,0,0,0,0,G20PRERTRU,231851
EU4,43,13,3,0,2,0,0,1,0,0,G20PRERTRU,231851
EU5,24,5,0,0,0,0,0,0,0,1,G20PRERTRU,231851
LE06,478,49,5,0,2,0,0,1,0,2,G20PRERTRU,231851
MO05,1031,120,15,1,2,1,2,1,0,6,G20PRERTRU,231851
NE01.4,400,39,2,0,0,0,2,0,0,1,G20PRERTRU,231851
NE01.5,289,29,1,1,0,1,2,0,0,2,G20PRERTRU,231851
NE02.3,59,4,2,1,0,0,0,0,0,0,G20PRERTRU,231851
NE02.4,418,46,7,0,3,0,0,0,1,0,G20PRERTRU,231851
NE02.5,194,19,2,0,0,0,1,0,0,2,G20PRERTRU,231851
NE03.2,410,41,12,1,0,0,2,1,0,6,G20PRERTRU,231851
NE03.3,139,20,3,0,0,0,2,0,0,2,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
NE04,559,78,13,0,0,1,2,0,0,8,G20PRERTRU,231851
NE05,445,75,10,1,0,0,0,0,0,4,G20PRERTRU,231851
RR13,344,4,7,0,4,0,0,0,0,4,G20PRERTRU,231851
Leamington 7,128,20,2,0,0,0,0,2,0,2,G20PRERTRU,231851
Oak City 6,401,37,3,1,3,0,2,0,0,4,G20PRERTRU,231851
Scipio 9,189,37,6,0,1,0,0,0,0,0,G20PRERTRU,231851
BLF001,1029,247,28,2,6,0,6,3,1,11,G20PRERTRU,231851
BLF002,852,522,55,7,4,3,10,3,1,21,G20PRERTRU,231851
BLF003,672,311,33,3,4,4,7,2,2,10,G20PRERTRU,231851
BLF004,943,234,19,2,5,2,5,0,0,17,G20PRERTRU,231851
BLF005,43,2,0,0,0,0,0,0,0,1,G20PRERTRU,231851
BLF006,882,690,57,7,5,1,12,2,2,27,G20PRERTRU,231851
BLF007,916,248,29,2,0,0,11,1,0,17,G20PRERTRU,231851
CBL001,136,153,1,1,0,4,5,0,0,3,G20PRERTRU,231851
CBL002,68,160,5,1,0,3,2,0,1,0,G20PRERTRU,231851
COP001,205,179,19,2,2,1,3,0,1,5,G20PRERTRU,231851
COT001,408,588,27,3,3,1,2,2,2,10,G20PRERTRU,231851
COT003,233,364,16,2,1,0,1,1,0,4,G20PRERTRU,231851
COT004,359,571,24,8,1,1,5,1,0,14,G20PRERTRU,231851
DRP001,331,276,14,2,1,2,3,0,1,15,G20PRERTRU,231851
DRP002,456,382,25,1,1,3,7,0,0,12,G20PRERTRU,231851
DRP003,588,500,21,4,1,1,4,2,1,11,G20PRERTRU,231851
DRP004,594,530,33,1,4,2,11,0,1,24,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
DRP007,523,433,34,3,0,1,4,2,1,11,G20PRERTRU,231851
DRP009,626,508,40,1,2,1,7,2,3,15,G20PRERTRU,231851
DRP027,690,608,25,1,7,0,3,1,2,15,G20PRERTRU,231851
FUR001,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
HER001,824,490,31,6,2,2,8,1,1,23,G20PRERTRU,231851
HER002,801,434,42,8,5,5,5,5,0,4,G20PRERTRU,231851
HER003,46,50,4,2,0,0,2,0,0,1,G20PRERTRU,231851
HER004,807,379,30,6,2,1,3,2,1,6,G20PRERTRU,231851
HER005,727,209,21,0,0,4,8,1,2,9,G20PRERTRU,231851
HER006,529,197,33,5,3,4,5,3,0,15,G20PRERTRU,231851
HER007,370,124,16,3,0,0,1,3,0,1,G20PRERTRU,231851
HER008,624,261,25,3,3,3,7,2,0,9,G20PRERTRU,231851
HER009,465,193,16,0,2,2,1,2,0,1,G20PRERTRU,231851
HER010,542,251,33,1,8,1,1,2,1,8,G20PRERTRU,231851
HER011,205,124,4,1,3,0,0,2,0,3,G20PRERTRU,231851
HER012,762,425,30,6,4,1,2,5,0,16,G20PRERTRU,231851
HER013,896,276,29,2,2,2,6,0,0,13,G20PRERTRU,231851
HER014,901,320,26,2,5,1,10,1,1,12,G20PRERTRU,231851
HER015,814,591,56,10,4,3,10,3,0,14,G20PRERTRU,231851
HER016,54,10,5,0,1,0,0,0,0,0,G20PRERTRU,231851
HER017,693,307,41,2,4,3,8,0,0,21,G20PRERTRU,231851
HER018,134,50,1,0,0,0,4,0,0,1,G20PRERTRU,231851
HER019,772,606,40,6,3,4,9,1,1,18,G20PRERTRU,231851
HER020,190,109,8,0,1,1,2,1,0,6,G20PRERTRU,231851
HER021,791,640,50,7,3,2,7,2,1,8,G20PRERTRU,231851
HER022,132,43,3,0,0,0,0,0,0,10,G20PRERTRU,231851
HER023,588,251,23,0,2,2,0,1,1,11,G20PRERTRU,231851
HER024,174,88,9,1,0,0,0,0,0,3,G20PRERTRU,231851
HER025,16,12,1,0,0,0,0,0,0,0,G20PRERTRU,231851
HER026,1009,509,46,2,3,1,5,1,1,21,G20PRERTRU,231851
HOL001,328,487,26,5,3,0,8,0,0,9,G20PRERTRU,231851
HOL003,283,371,9,0,0,1,2,0,0,13,G20PRERTRU,231851
HOL004,208,269,10,2,0,1,0,0,0,19,G20PRERTRU,231851
HOL005,214,393,8,3,4,1,2,0,1,9,G20PRERTRU,231851
HOL007,264,371,16,4,1,1,7,2,0,24,G20PRERTRU,231851
HOL008,259,360,24,2,3,0,5,1,1,7,G20PRERTRU,231851
HOL011,344,433,13,2,1,4,5,1,0,18,G20PRERTRU,231851
HOL012,232,366,8,1,0,0,0,0,0,7,G20PRERTRU,231851
HOL013,267,701,21,6,2,2,3,1,0,5,G20PRERTRU,231851
HOL015,162,440,3,2,2,0,1,1,0,5,G20PRERTRU,231851
HOL016,210,586,18,7,1,2,2,0,0,5,G20PRERTRU,231851
HOL018,293,479,7,3,1,1,2,3,1,12,G20PRERTRU,231851
HOL028,461,496,14,4,3,2,4,4,2,10,G20PRERTRU,231851
HOL032,224,471,12,2,2,0,4,1,1,4,G20PRERTRU,231851
HOL033,207,365,8,1,0,0,3,2,0,7,G20PRERTRU,231851
HOL034,187,418,6,2,2,0,0,0,0,2,G20PRERTRU,231851
HOL035,178,417,11,2,1,1,5,1,1,11,G20PRERTRU,231851
KRN001,329,363,19,8,2,4,3,5,1,6,G20PRERTRU,231851
KRN002,77,70,4,1,0,0,3,1,0,0,G20PRERTRU,231851
KRN003,170,246,12,4,3,1,2,1,2,2,G20PRERTRU,231851
KRN004,363,448,18,3,8,3,8,2,3,7,G20PRERTRU,231851
KRN005,345,434,27,3,2,2,3,0,2,3,G20PRERTRU,231851
KRN006,360,479,19,7,5,3,7,2,2,9,G20PRERTRU,231851
KRN007,58,63,4,2,1,1,0,0,0,0,G20PRERTRU,231851
KRN008,170,236,11,2,0,1,3,0,0,2,G20PRERTRU,231851
KRN009,60,49,2,0,0,0,1,0,0,0,G20PRERTRU,231851
KRN010,260,337,16,4,3,1,2,2,1,2,G20PRERTRU,231851
KRN012,137,155,8,2,0,0,5,0,1,2,G20PRERTRU,231851
KRN013,389,429,30,2,2,1,3,6,3,7,G20PRERTRU,231851
KRN014,19,37,3,0,0,0,1,0,0,1,G20PRERTRU,231851
KRN015,343,404,24,4,2,3,1,1,1,4,G20PRERTRU,231851
KRN016,271,384,27,3,2,2,3,2,0,5,G20PRERTRU,231851
KRN017,342,384,20,3,6,4,4,1,1,4,G20PRERTRU,231851
KRN018,334,300,17,4,7,5,1,2,1,5,G20PRERTRU,231851
KRN019,385,430,33,5,2,0,3,2,0,6,G20PRERTRU,231851
KRN020,113,154,7,3,1,0,1,1,1,2,G20PRERTRU,231851
KRN021,114,160,13,2,2,0,2,1,0,5,G20PRERTRU,231851
MAG001,365,320,26,12,6,3,5,3,0,5,G20PRERTRU,231851
MID001,385,827,41,12,4,2,7,2,2,6,G20PRERTRU,231851
MID002,262,447,20,4,0,2,5,1,0,8,G20PRERTRU,231851
MID003,380,621,29,8,3,0,2,2,1,6,G20PRERTRU,231851
MID005,302,388,17,7,6,4,6,0,1,2,G20PRERTRU,231851
MID006,298,442,13,1,0,1,4,1,1,3,G20PRERTRU,231851
MID009,72,111,0,0,0,1,1,0,0,0,G20PRERTRU,231851
MID011,414,524,33,11,2,3,5,1,0,9,G20PRERTRU,231851
MID013,184,278,4,4,1,1,0,0,2,4,G20PRERTRU,231851
MID017,325,560,19,10,1,2,4,7,0,6,G20PRERTRU,231851
MID019,194,338,18,2,2,0,1,2,0,4,G20PRERTRU,231851
MID022,419,548,33,5,9,1,4,2,2,5,G20PRERTRU,231851
MID024,355,577,29,3,4,0,3,2,2,17,G20PRERTRU,231851
MID025,141,214,21,6,2,2,0,1,0,3,G20PRERTRU,231851
MID027,132,204,10,2,4,2,2,1,0,1,G20PRERTRU,231851
MID028,171,350,12,2,3,0,0,0,0,8,G20PRERTRU,231851
MID029,152,313,6,5,0,0,0,2,3,2,G20PRERTRU,231851
MID030,178,223,11,1,0,1,3,0,0,8,G20PRERTRU,231851
MID032,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
MIL001,196,648,12,3,3,1,2,3,4,10,G20PRERTRU,231851
MIL002,247,672,14,2,6,1,2,0,3,6,G20PRERTRU,231851
MIL003,198,557,15,7,5,2,3,2,1,10,G20PRERTRU,231851
MIL004,262,773,26,5,5,1,3,0,0,17,G20PRERTRU,231851
MIL005,114,351,10,1,0,1,2,0,1,1,G20PRERTRU,231851
MIL006,183,465,5,6,1,3,1,2,2,4,G20PRERTRU,231851
MIL007,75,181,1,2,0,0,5,1,0,2,G20PRERTRU,231851
MIL008,106,270,8,4,0,1,4,0,1,0,G20PRERTRU,231851
MIL009,266,560,24,4,1,3,2,1,1,4,G20PRERTRU,231851
MIL010,209,344,16,1,0,0,1,1,1,4,G20PRERTRU,231851
MIL011,281,729,15,3,0,1,7,0,0,4,G20PRERTRU,231851
MIL012,245,573,23,0,5,2,9,2,0,6,G20PRERTRU,231851
MIL013,189,501,23,0,0,1,4,1,1,11,G20PRERTRU,231851
MIL014,171,332,8,1,0,1,2,1,1,3,G20PRERTRU,231851
MIL015,218,639,22,3,3,2,6,0,1,9,G20PRERTRU,231851
MIL016,416,566,23,4,5,1,3,1,1,16,G20PRERTRU,231851
MIL017,136,303,11,1,1,1,0,0,0,1,G20PRERTRU,231851
MIL018,327,519,11,3,2,0,6,2,2,12,G20PRERTRU,231851
MIL019,314,530,18,3,1,1,2,0,0,4,G20PRERTRU,231851
MIL020,153,538,16,2,0,1,3,0,1,1,G20PRERTRU,231851
MIL021,185,434,18,1,3,2,0,2,1,11,G20PRERTRU,231851
MIL022,262,592,7,0,1,0,5,0,0,21,G20PRERTRU,231851
MIL023,238,504,20,3,1,2,6,1,0,11,G20PRERTRU,231851
MIL024,224,490,18,0,3,1,1,0,0,11,G20PRERTRU,231851
MIL025,195,532,16,3,0,0,2,1,0,8,G20PRERTRU,231851
MIL026,243,495,15,0,2,2,0,0,0,1,G20PRERTRU,231851
MIL027,343,566,12,4,2,0,7,2,1,19,G20PRERTRU,231851
MIL028,322,383,18,1,1,1,2,1,0,9,G20PRERTRU,231851
MIL029,159,490,13,6,0,1,3,0,0,4,G20PRERTRU,231851
MIL030,219,364,12,2,4,0,2,1,0,11,G20PRERTRU,231851
MIL031,263,472,13,0,0,2,4,0,0,9,G20PRERTRU,231851
MIL032,273,655,12,1,2,0,3,0,0,11,G20PRERTRU,231851
MIL033,287,524,17,2,2,1,4,1,0,16,G20PRERTRU,231851
MIL034,358,417,12,0,4,0,4,0,0,15,G20PRERTRU,231851
MIL035,336,663,21,3,3,1,7,2,0,16,G20PRERTRU,231851
MIL036,329,409,11,0,3,2,6,1,1,15,G20PRERTRU,231851
MIL037,188,406,15,3,1,0,3,1,0,8,G20PRERTRU,231851
MIL038,128,528,8,1,0,1,5,1,0,6,G20PRERTRU,231851
MIL039,234,517,10,5,0,1,5,0,0,11,G20PRERTRU,231851
MIL040,216,456,8,6,0,1,2,1,0,5,G20PRERTRU,231851
MIL041,193,325,3,2,0,1,1,0,1,6,G20PRERTRU,231851
MIL042,186,393,1,1,0,1,5,0,0,9,G20PRERTRU,231851
MIL043,202,617,15,0,0,0,5,1,0,5,G20PRERTRU,231851
MIL044,127,346,5,0,1,0,2,0,1,4,G20PRERTRU,231851
MIL045,168,425,9,1,1,0,1,1,0,8,G20PRERTRU,231851
MIL046,130,291,4,2,1,2,2,1,1,1,G20PRERTRU,231851
MOL009,0,4,0,0,0,0,0,0,0,0,G20PRERTRU,231851
MUR001,12,9,0,0,0,0,0,0,0,0,G20PRERTRU,231851
MUR002,332,812,25,8,3,3,6,0,3,2,G20PRERTRU,231851
MUR003,126,151,2,3,0,2,0,0,0,2,G20PRERTRU,231851
MUR004,206,340,7,3,2,1,3,3,0,3,G20PRERTRU,231851
MUR005,267,442,14,2,2,1,3,1,0,2,G20PRERTRU,231851
MUR006,0,0,0,0,0,1,0,0,0,0,G20PRERTRU,231851
MUR007,240,324,12,0,4,0,0,1,0,7,G20PRERTRU,231851
MUR008,403,629,26,6,7,2,3,5,2,9,G20PRERTRU,231851
MUR009,120,219,21,1,1,0,0,0,0,2,G20PRERTRU,231851
MUR010,28,53,1,1,0,0,0,0,0,0,G20PRERTRU,231851
MUR011,217,446,12,2,3,0,1,1,0,5,G20PRERTRU,231851
MUR012,287,460,15,0,2,1,3,0,0,6,G20PRERTRU,231851
MUR013,67,86,1,1,0,0,0,1,1,2,G20PRERTRU,231851
MUR014,209,336,5,1,1,1,4,1,1,3,G20PRERTRU,231851
MUR015,232,273,22,3,0,6,1,0,0,9,G20PRERTRU,231851
MUR016,274,227,4,3,2,1,2,0,0,9,G20PRERTRU,231851
MUR017,118,185,6,3,3,0,0,1,0,1,G20PRERTRU,231851
MUR018,360,439,18,4,1,1,3,3,0,9,G20PRERTRU,231851
MUR019,160,214,14,4,1,2,0,3,0,2,G20PRERTRU,231851
MUR020,338,368,20,14,1,0,3,2,2,10,G20PRERTRU,231851
MUR021,342,432,13,1,3,5,5,0,3,3,G20PRERTRU,231851
MUR022,31,40,4,0,0,0,0,0,0,2,G20PRERTRU,231851
MUR023,254,392,16,7,3,1,0,4,3,5,G20PRERTRU,231851
MUR024,236,337,24,5,0,3,4,1,0,7,G20PRERTRU,231851
MUR025,199,469,33,5,2,1,2,0,1,4,G20PRERTRU,231851
MUR027,308,655,22,5,0,1,13,0,1,9,G20PRERTRU,231851
MUR029,407,474,22,2,0,1,2,0,0,34,G20PRERTRU,231851
MUR030,277,461,17,4,1,2,1,2,2,9,G20PRERTRU,231851
MUR031,286,450,20,1,1,7,4,3,0,4,G20PRERTRU,231851
MUR032,169,285,9,0,0,0,2,0,0,5,G20PRERTRU,231851
MUR033,170,279,7,0,1,0,1,0,0,5,G20PRERTRU,231851
MUR034,220,307,10,0,1,0,3,0,0,3,G20PRERTRU,231851
MUR035,269,312,15,2,4,1,4,0,0,9,G20PRERTRU,231851
MUR036,411,407,11,2,5,1,0,0,2,11,G20PRERTRU,231851
MUR037,272,365,15,1,4,1,7,3,0,7,G20PRERTRU,231851
MUR038,207,216,11,1,2,0,1,0,0,8,G20PRERTRU,231851
MUR039,274,457,10,2,4,2,5,1,2,5,G20PRERTRU,231851
MUR040,69,191,16,2,1,3,0,0,1,2,G20PRERTRU,231851
MUR041,171,273,18,0,0,0,3,1,1,4,G20PRERTRU,231851
MUR042,345,425,16,2,1,1,1,0,0,6,G20PRERTRU,231851
MUR043,379,480,15,3,2,2,7,0,1,5,G20PRERTRU,231851
MUR044,66,29,4,0,0,1,1,2,0,1,G20PRERTRU,231851
MUR045,13,10,0,0,0,0,0,0,0,0,G20PRERTRU,231851
MUR046,230,367,12,2,2,0,3,1,0,6,G20PRERTRU,231851
MUR047,147,198,7,2,3,0,2,1,0,7,G20PRERTRU,231851
MUR048,36,58,2,0,0,0,1,0,0,0,G20PRERTRU,231851
MUR049,306,385,6,1,1,1,3,1,0,4,G20PRERTRU,231851
MUR050,243,283,25,5,3,2,4,1,1,7,G20PRERTRU,231851
MUR051,17,25,0,0,0,0,0,0,0,3,G20PRERTRU,231851
MUR052,21,28,0,0,0,0,0,0,0,0,G20PRERTRU,231851
MUR053,9,5,0,0,0,0,0,1,0,0,G20PRERTRU,231851
NJC001,3,16,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
PCN001,4,10,0,0,0,0,0,0,0,0,G20PRERTRU,231851
RIV001,935,372,38,2,7,1,2,2,0,19,G20PRERTRU,231851
RIV002,570,352,25,1,1,2,6,2,2,5,G20PRERTRU,231851
RIV003,809,297,31,6,8,1,3,0,0,15,G20PRERTRU,231851
RIV004,633,255,23,4,3,0,1,4,1,14,G20PRERTRU,231851
RIV005,511,170,13,1,5,0,2,0,0,6,G20PRERTRU,231851
RIV006,55,14,0,0,1,0,0,0,0,0,G20PRERTRU,231851
RIV007,285,179,7,0,1,0,1,0,1,4,G20PRERTRU,231851
RIV008,755,269,24,4,3,2,3,3,0,12,G20PRERTRU,231851
RIV009,549,260,30,4,2,1,3,2,0,21,G20PRERTRU,231851
RIV010,570,314,25,3,3,0,6,1,1,13,G20PRERTRU,231851
RIV011,184,94,11,2,3,1,0,0,0,5,G20PRERTRU,231851
RIV012,444,259,21,2,2,2,4,1,0,12,G20PRERTRU,231851
RIV013,311,183,13,2,7,1,3,0,1,5,G20PRERTRU,231851
RIV015,897,335,44,2,3,2,10,3,0,15,G20PRERTRU,231851
RIV016,700,256,34,3,3,5,1,2,0,16,G20PRERTRU,231851
RIV017,537,278,34,6,6,1,8,3,0,3,G20PRERTRU,231851
RIV018,266,132,10,0,0,1,1,1,1,9,G20PRERTRU,231851
RIV019,527,289,24,1,4,4,5,0,0,9,G20PRERTRU,231851
RIV020,445,220,19,0,0,0,3,0,0,9,G20PRERTRU,231851
RIV021,607,237,32,3,5,0,4,0,0,19,G20PRERTRU,231851
RIV022,559,325,34,4,3,2,5,4,0,14,G20PRERTRU,231851
RIV023,559,201,20,1,2,0,6,0,0,9,G20PRERTRU,231851
RIV024,401,167,13,4,2,0,3,1,0,5,G20PRERTRU,231851
RIV025,836,442,27,5,3,1,10,0,1,16,G20PRERTRU,231851
RIV026,729,326,30,2,3,1,3,0,0,13,G20PRERTRU,231851
RIV027,509,182,11,5,4,2,2,1,1,8,G20PRERTRU,231851
RIV028,226,87,3,1,0,0,0,0,1,6,G20PRERTRU,231851
RIV029,405,168,15,1,4,0,5,0,1,5,G20PRERTRU,231851
RIV030,209,93,3,2,0,1,0,1,0,4,G20PRERTRU,231851
RIV031,370,202,6,0,1,2,1,1,0,6,G20PRERTRU,231851
SAN001,304,445,27,7,0,1,5,2,0,11,G20PRERTRU,231851
SAN002,106,99,3,0,0,1,3,0,1,3,G20PRERTRU,231851
SAN003,103,211,10,1,3,1,3,0,1,4,G20PRERTRU,231851
SAN004,197,335,15,0,5,1,1,1,0,6,G20PRERTRU,231851
SAN005,434,514,31,1,1,2,3,2,3,10,G20PRERTRU,231851
SAN006,193,247,7,2,3,1,0,0,2,4,G20PRERTRU,231851
SAN007,86,155,12,1,0,4,3,0,0,0,G20PRERTRU,231851
SAN009,522,531,20,0,1,0,3,1,2,13,G20PRERTRU,231851
SAN016,126,164,5,1,0,0,0,1,0,4,G20PRERTRU,231851
SAN039,307,493,25,4,0,0,4,1,2,5,G20PRERTRU,231851
SAN040,99,165,9,1,0,1,3,0,0,6,G20PRERTRU,231851
SAN041,305,332,13,4,1,2,5,1,2,5,G20PRERTRU,231851
SAN042,334,344,12,4,5,3,7,1,0,8,G20PRERTRU,231851
SAN043,272,238,8,1,0,0,2,0,0,0,G20PRERTRU,231851
SAN044,406,393,21,4,2,2,4,2,1,10,G20PRERTRU,231851
SAN045,613,680,31,4,0,5,8,1,2,5,G20PRERTRU,231851
SAN061,293,262,19,3,1,0,1,2,0,5,G20PRERTRU,231851
SAN062,274,306,26,2,4,1,1,0,3,3,G20PRERTRU,231851
SAN063,428,301,18,3,0,1,6,3,0,8,G20PRERTRU,231851
SAN064,299,269,16,1,2,0,4,0,1,11,G20PRERTRU,231851
SAN065,406,344,19,3,4,0,4,2,1,8,G20PRERTRU,231851
SAN067,385,420,23,2,2,3,9,0,0,22,G20PRERTRU,231851
SJD001,611,406,21,1,4,2,6,0,1,15,G20PRERTRU,231851
SJD002,33,10,1,0,0,0,0,0,0,0,G20PRERTRU,231851
SJD003,521,276,26,2,5,0,4,2,1,13,G20PRERTRU,231851
SJD004,599,316,15,1,2,5,4,3,1,7,G20PRERTRU,231851
SJD005,352,208,20,2,3,4,8,3,3,7,G20PRERTRU,231851
SJD006,546,690,45,8,7,4,8,2,1,8,G20PRERTRU,231851
SJD007,351,157,11,2,2,1,4,0,1,2,G20PRERTRU,231851
SJD008,751,434,21,2,1,1,6,4,0,10,G20PRERTRU,231851
SJD009,93,48,10,0,1,0,0,0,0,1,G20PRERTRU,231851
SJD010,576,246,16,3,5,3,4,1,0,18,G20PRERTRU,231851
SJD011,458,454,31,7,0,1,4,1,0,13,G20PRERTRU,231851
SJD012,610,342,19,3,6,1,3,1,0,18,G20PRERTRU,231851
SJD013,591,290,15,2,0,2,4,3,0,14,G20PRERTRU,231851
SJD014,530,301,19,2,3,0,8,1,0,12,G20PRERTRU,231851
SJD015,458,231,18,1,10,1,6,4,0,10,G20PRERTRU,231851
SJD016,446,211,18,2,1,1,4,0,0,6,G20PRERTRU,231851
SJD017,723,411,39,2,4,3,7,1,0,15,G20PRERTRU,231851
SJD018,342,226,11,1,7,0,5,0,0,15,G20PRERTRU,231851
SJD019,486,185,10,6,2,0,0,1,0,9,G20PRERTRU,231851
SJD020,67,45,2,1,1,0,1,0,0,1,G20PRERTRU,231851
SJD021,493,272,15,1,1,2,5,0,0,14,G20PRERTRU,231851
SJD022,683,566,28,1,4,2,9,2,0,22,G20PRERTRU,231851
SJD023,563,644,27,3,2,3,5,2,2,10,G20PRERTRU,231851
SJD024,910,651,44,3,2,4,6,2,2,11,G20PRERTRU,231851
SJD025,396,417,31,3,1,0,6,2,0,8,G20PRERTRU,231851
SJD026,519,547,33,1,5,0,7,1,0,24,G20PRERTRU,231851
SJD027,563,556,34,2,4,1,6,5,1,18,G20PRERTRU,231851
SJD028,534,424,25,0,1,1,0,0,0,9,G20PRERTRU,231851
SJD029,504,293,28,2,4,1,12,2,0,13,G20PRERTRU,231851
SJD030,561,495,28,7,4,0,9,2,2,21,G20PRERTRU,231851
SJD031,698,333,17,3,2,0,4,0,1,13,G20PRERTRU,231851
SJD032,722,561,26,2,2,4,9,0,1,22,G20PRERTRU,231851
