resultspre,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREIPIE,G20PREIWES,G20PREIMCH,G20PREILAR,G20PREOWRI,Winner,Winner Votes
SJD033,476,321,26,2,2,3,4,1,0,6,G20PRERTRU,231851
SJD034,490,218,17,0,3,4,2,0,0,9,G20PRERTRU,231851
SJD035,413,512,29,2,3,0,5,2,0,26,G20PRERTRU,231851
SJD036,457,192,16,0,1,1,1,2,0,10,G20PRERTRU,231851
SJD037,270,195,8,2,8,0,0,0,0,11,G20PRERTRU,231851
SJD038,662,401,22,5,0,2,6,3,0,6,G20PRERTRU,231851
SJD039,59,44,2,0,1,0,0,1,0,2,G20PRERTRU,231851
SJD040,546,290,26,4,8,3,3,2,1,17,G20PRERTRU,231851
SJD041,669,396,29,6,7,1,3,1,1,24,G20PRERTRU,231851
SJD042,507,421,37,3,4,0,2,0,0,17,G20PRERTRU,231851
SJD043,475,224,22,2,2,1,7,0,0,13,G20PRERTRU,231851
SJD045,218,249,14,0,1,1,5,0,0,8,G20PRERTRU,231851
SJD046,270,80,10,0,4,0,3,0,0,5,G20PRERTRU,231851
SJD047,637,327,20,1,3,2,3,2,0,13,G20PRERTRU,231851
SJD049,345,117,6,0,1,1,1,0,0,3,G20PRERTRU,231851
SJD050,228,107,6,1,2,0,1,0,0,2,G20PRERTRU,231851
SJD051,648,630,36,3,4,2,7,0,0,17,G20PRERTRU,231851
SLC001,9,13,0,0,0,0,0,0,0,0,G20PRERTRU,231851
SLC085,318,610,13,6,4,0,8,1,2,11,G20PRERTRU,231851
SLC086,305,531,18,4,4,5,7,1,3,3,G20PRERTRU,231851
SLC091,126,548,17,4,1,1,2,1,1,3,G20PRERTRU,231851
SLC092,179,747,20,11,1,1,5,1,0,3,G20PRERTRU,231851
SLC099,112,549,12,2,1,1,2,0,0,1,G20PRERTRU,231851
SLC100,100,400,6,6,2,0,2,0,1,5,G20PRERTRU,231851
SLC102,115,478,12,0,0,2,1,0,0,6,G20PRERTRU,231851
SLC146,54,325,5,1,1,0,2,0,2,5,G20PRERTRU,231851
SLC147,176,863,24,6,0,1,2,0,2,5,G20PRERTRU,231851
SLC148,128,443,18,4,2,1,2,0,1,4,G20PRERTRU,231851
SLC149,165,770,25,2,5,1,4,0,1,4,G20PRERTRU,231851
SLC150,12,19,1,1,0,1,0,0,0,0,G20PRERTRU,231851
SLC151,186,802,10,3,1,1,2,1,2,6,G20PRERTRU,231851
SLC152,203,681,9,2,3,0,6,1,3,8,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
SLC155,216,642,19,3,1,0,5,0,1,10,G20PRERTRU,231851
SLC156,162,523,13,3,0,1,2,0,0,6,G20PRERTRU,231851
SLC158,127,464,15,4,1,1,2,0,0,7,G20PRERTRU,231851
SLC159,157,468,16,3,1,1,1,1,0,11,G20PRERTRU,231851
SLC160,222,721,13,3,2,1,4,0,0,11,G20PRERTRU,231851
SLC166,273,419,11,0,0,0,8,1,0,18,G20PRERTRU,231851
SLC167,236,616,26,3,1,2,1,0,1,8,G20PRERTRU,231851
SSL001,60,172,10,1,2,0,2,0,0,3,G20PRERTRU,231851
SSL002,98,441,16,3,1,1,3,0,1,3,G20PRERTRU,231851
SSL003,23,36,3,1,0,0,0,1,0,0,G20PRERTRU,231851
SSL004,158,640,20,5,0,5,5,3,2,5,G20PRERTRU,231851
SSL005,193,565,10,4,0,0,4,0,0,3,G20PRERTRU,231851
SSL006,203,711,23,7,1,1,5,2,3,11,G20PRERTRU,231851
SSL007,356,883,25,4,1,6,6,0,2,8,G20PRERTRU,231851
SSL008,265,734,16,6,2,0,1,2,2,13,G20PRERTRU,231851
SSL009,119,337,13,0,0,0,1,1,2,3,G20PRERTRU,231851
SSL010,183,526,15,6,2,1,3,1,0,5,G20PRERTRU,231851
SSL011,193,507,22,6,1,8,4,0,0,2,G20PRERTRU,231851
SSL012,93,214,10,3,0,1,4,0,1,3,G20PRERTRU,231851
SSL014,239,627,19,7,1,1,7,1,1,4,G20PRERTRU,231851
SWT001,368,186,10,2,0,1,4,0,0,4,G20PRERTRU,231851
SWT002,3,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
TAY001,412,594,27,5,3,1,8,5,1,6,G20PRERTRU,231851
TAY002,294,349,12,1,6,2,1,0,1,8,G20PRERTRU,231851
TAY004,290,500,23,5,1,2,9,2,1,7,G20PRERTRU,231851
TAY007,344,399,31,5,2,3,3,0,1,10,G20PRERTRU,231851
TAY008,418,702,31,6,4,2,10,3,0,8,G20PRERTRU,231851
TAY010,141,263,9,3,1,3,1,1,0,8,G20PRERTRU,231851
TAY011,314,499,15,6,2,3,9,0,0,3,G20PRERTRU,231851
TAY012,181,281,19,4,0,0,2,1,0,4,G20PRERTRU,231851
TAY013,181,246,13,6,1,3,4,1,0,4,G20PRERTRU,231851
TAY014,409,439,28,3,2,4,6,2,2,4,G20PRERTRU,231851
TAY015,409,393,19,2,4,0,4,5,0,10,G20PRERTRU,231851
TAY016,375,470,15,0,4,8,8,3,1,6,G20PRERTRU,231851
TAY017,335,260,22,1,0,1,4,1,0,7,G20PRERTRU,231851
TAY020,418,430,24,6,0,2,4,0,1,9,G20PRERTRU,231851
TAY021,379,358,23,0,1,1,2,1,2,12,G20PRERTRU,231851
TAY022,183,140,14,0,2,0,2,3,0,0,G20PRERTRU,231851
TAY023,249,353,25,4,2,2,3,0,1,3,G20PRERTRU,231851
TAY024,393,349,11,3,1,0,2,1,1,5,G20PRERTRU,231851
TAY025,244,280,16,4,4,2,5,0,1,4,G20PRERTRU,231851
TAY026,272,256,12,1,2,1,6,0,1,4,G20PRERTRU,231851
TAY027,415,433,11,1,3,1,2,3,1,4,G20PRERTRU,231851
TAY028,332,359,23,4,2,0,7,1,0,3,G20PRERTRU,231851
TAY029,15,13,3,1,0,1,1,0,0,0,G20PRERTRU,231851
TAY030,355,338,10,1,3,2,4,0,1,1,G20PRERTRU,231851
TAY031,303,333,20,1,4,1,6,1,1,7,G20PRERTRU,231851
TAY032,259,312,17,0,2,3,4,0,2,7,G20PRERTRU,231851
TAY033,276,288,15,0,7,0,2,8,0,4,G20PRERTRU,231851
TAY034,347,363,18,1,2,0,2,2,2,6,G20PRERTRU,231851
TAY035,459,448,14,3,3,0,5,4,1,10,G20PRERTRU,231851
TAY036,158,239,7,1,2,0,1,0,1,2,G20PRERTRU,231851
TAY037,296,334,15,4,4,1,6,2,4,3,G20PRERTRU,231851
TAY038,201,377,12,2,4,0,4,1,0,1,G20PRERTRU,231851
TAY039,327,324,19,5,5,1,1,0,0,11,G20PRERTRU,231851
TAY040,411,341,22,4,0,3,5,1,0,15,G20PRERTRU,231851
TAY041,294,282,13,1,4,0,4,1,0,8,G20PRERTRU,231851
TAY042,375,315,10,3,6,2,1,1,0,5,G20PRERTRU,231851
TAY043,409,340,14,7,2,2,4,0,1,5,G20PRERTRU,231851
TAY044,3,3,0,0,0,0,0,0,0,0,G20PRERTRU,231851
TAY045,295,226,17,1,2,3,1,0,0,3,G20PRERTRU,231851
WBN001,452,440,20,6,3,1,6,6,0,7,G20PRERTRU,231851
WBN002,10,11,1,0,0,0,0,0,0,2,G20PRERTRU,231851
WBN003,3,5,1,0,0,0,0,0,0,0,G20PRERTRU,231851
WBN004,4,2,0,0,0,0,0,0,0,0,G20PRERTRU,231851
WBN005,72,54,8,0,2,1,1,0,0,0,G20PRERTRU,231851
WHT004,382,365,16,2,6,4,2,2,3,3,G20PRERTRU,231851
WJD001,374,385,27,2,4,2,5,1,0,4,G20PRERTRU,231851
WJD002,0,1,0,0,0,0,0,0,0,0,G20PRERTRU,231851
WJD003,376,389,20,6,1,5,5,0,0,8,G20PRERTRU,231851
WJD004,69,72,5,0,2,0,1,0,0,1,G20PRERTRU,231851
WJD005,238,258,15,2,0,4,1,0,4,6,G20PRERTRU,231851
WJD006,94,94,3,2,1,0,2,0,1,5,G20PRERTRU,231851
WJD007,393,325,25,1,2,1,8,3,1,3,G20PRERTRU,231851
WJD008,298,245,10,1,0,2,2,1,0,3,G20PRERTRU,231851
WJD009,537,453,33,4,2,1,9,1,1,12,G20PRERTRU,231851
WJD011,263,258,23,2,3,0,3,1,0,7,G20PRERTRU,231851
WJD012,506,447,31,1,7,2,4,4,2,10,G20PRERTRU,231851
WJD013,528,378,23,5,4,2,2,2,0,7,G20PRERTRU,231851
WJD014,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
WJD015,401,335,21,1,3,2,10,1,1,5,G20PRERTRU,231851
WJD016,396,350,16,0,3,0,8,0,2,7,G20PRERTRU,231851
WJD017,428,453,31,4,4,2,7,1,1,13,G20PRERTRU,231851
WJD018,256,243,5,4,0,4,1,0,0,8,G20PRERTRU,231851
WJD019,110,108,1,2,1,2,1,0,0,6,G20PRERTRU,231851
WJD020,576,362,21,3,4,1,2,3,0,9,G20PRERTRU,231851
WJD021,454,435,22,3,5,1,4,1,0,18,G20PRERTRU,231851
WJD022,362,550,22,5,1,6,4,1,2,5,G20PRERTRU,231851
WJD023,428,293,15,5,5,3,7,1,1,11,G20PRERTRU,231851
WJD024,414,300,25,7,7,0,2,1,2,9,G20PRERTRU,231851
WJD025,527,307,15,3,3,2,7,2,1,8,G20PRERTRU,231851
WJD027,350,288,15,2,5,3,4,2,0,10,G20PRERTRU,231851
WJD028,472,313,24,5,4,2,6,2,1,10,G20PRERTRU,231851
WJD030,407,310,23,7,5,4,6,0,0,7,G20PRERTRU,231851
WJD031,492,519,25,9,5,2,5,3,1,14,G20PRERTRU,231851
WJD032,427,468,34,4,0,3,0,2,0,13,G20PRERTRU,231851
WJD033,425,549,16,4,2,0,5,7,0,12,G20PRERTRU,231851
WJD034,591,485,37,5,5,1,6,3,0,12,G20PRERTRU,231851
WJD035,693,538,51,3,0,3,3,0,2,14,G20PRERTRU,231851
WJD036,488,437,22,1,1,0,8,3,2,7,G20PRERTRU,231851
WJD037,685,629,44,5,3,2,4,1,2,15,G20PRERTRU,231851
WJD038,346,208,10,1,1,1,3,0,0,4,G20PRERTRU,231851
WJD039,697,514,20,6,2,1,12,0,2,13,G20PRERTRU,231851
WJD040,561,338,28,3,7,1,3,0,2,9,G20PRERTRU,231851
WJD042,367,300,15,2,1,0,2,0,0,4,G20PRERTRU,231851
WJD043,189,116,11,1,2,0,1,0,0,2,G20PRERTRU,231851
WJD044,560,275,19,2,3,2,5,3,0,16,G20PRERTRU,231851
WJD045,456,304,15,2,7,3,2,0,1,11,G20PRERTRU,231851
WJD046,321,207,18,2,4,2,4,1,1,4,G20PRERTRU,231851
WJD047,590,349,24,5,2,2,5,0,2,7,G20PRERTRU,231851
WJD048,268,303,14,1,4,0,5,3,0,5,G20PRERTRU,231851
WJD049,662,417,21,3,6,0,6,4,0,11,G20PRERTRU,231851
WJD050,449,265,26,6,3,3,4,2,1,7,G20PRERTRU,231851
WJD051,104,92,4,0,0,0,0,1,0,4,G20PRERTRU,231851
WJD052,394,290,14,2,6,1,3,2,1,8,G20PRERTRU,231851
WJD053,315,283,22,4,6,0,4,0,0,5,G20PRERTRU,231851
WJD054,400,399,22,3,7,2,9,1,5,7,G20PRERTRU,231851
WJD055,396,369,21,6,5,0,1,0,0,4,G20PRERTRU,231851
WJD056,351,167,17,2,5,0,0,1,0,7,G20PRERTRU,231851
WJD057,582,500,27,4,1,2,5,5,0,16,G20PRERTRU,231851
WJD059,421,250,15,6,0,1,0,1,0,8,G20PRERTRU,231851
WJD060,253,211,7,5,2,0,2,0,0,6,G20PRERTRU,231851
WJD061,10,15,0,1,0,0,0,1,0,0,G20PRERTRU,231851
WJD063,579,473,20,6,6,2,6,2,0,8,G20PRERTRU,231851
WJD064,411,424,23,4,3,0,8,3,1,8,G20PRERTRU,231851
WJD065,383,314,11,5,2,3,3,2,0,5,G20PRERTRU,231851
WJD066,438,322,23,2,4,2,3,1,0,7,G20PRERTRU,231851
WJD067,6,5,0,0,0,0,0,0,0,0,G20PRERTRU,231851
WJD068,439,249,10,1,5,1,7,1,1,7,G20PRERTRU,231851
WJD069,608,529,35,5,2,1,7,4,1,9,G20PRERTRU,231851
WJD070,210,137,10,0,4,2,8,0,1,6,G20PRERTRU,231851
WJD071,234,266,10,1,2,1,5,1,0,4,G20PRERTRU,231851
WJD074,209,174,16,5,0,0,2,0,1,4,G20PRERTRU,231851
WJD075,218,158,10,0,6,0,2,0,0,7,G20PRERTRU,231851
WJD080,569,371,29,1,4,5,4,1,2,10,G20PRERTRU,231851
WVC005,116,95,0,1,0,0,0,0,2,1,G20PRERTRU,231851
WVC013,246,248,12,5,4,0,3,1,0,8,G20PRERTRU,231851
WVC014,346,353,16,5,2,1,3,1,1,5,G20PRERTRU,231851
WVC018,240,188,10,3,2,2,4,0,0,2,G20PRERTRU,231851
WVC019,285,298,13,3,4,3,3,3,0,8,G20PRERTRU,231851
WVC020,1,1,0,0,0,0,0,0,0,0,G20PRERTRU,231851
WVC021,248,395,9,9,5,0,3,3,1,4,G20PRERTRU,231851
WVC023,132,233,10,0,2,1,2,1,0,2,G20PRERTRU,231851
WVC025,285,345,20,6,3,1,3,2,1,8,G20PRERTRU,231851
WVC026,313,371,18,5,2,1,6,4,0,4,G20PRERTRU,231851
WVC027,212,271,12,3,3,1,1,1,0,3,G20PRERTRU,231851
WVC028,230,469,9,3,4,2,3,1,5,1,G20PRERTRU,231851
WVC029,141,177,5,5,1,3,2,0,1,1,G20PRERTRU,231851
WVC030,165,287,16,5,0,1,4,2,5,2,G20PRERTRU,231851
WVC031,99,127,6,2,2,1,1,0,1,3,G20PRERTRU,231851
WVC032,199,360,5,3,0,3,2,4,0,3,G20PRERTRU,231851
WVC033,323,291,7,0,3,0,1,2,0,7,G20PRERTRU,231851
WVC034,250,348,17,0,5,1,1,0,0,4,G20PRERTRU,231851
WVC035,190,303,10,2,0,0,1,0,3,1,G20PRERTRU,231851
WVC036,130,176,7,6,1,2,0,0,2,3,G20PRERTRU,231851
WVC037,332,441,18,3,1,2,4,0,1,7,G20PRERTRU,231851
WVC038,114,216,7,2,1,0,2,1,0,1,G20PRERTRU,231851
WVC039,423,455,26,7,7,3,2,1,2,11,G20PRERTRU,231851
WVC040,73,93,6,1,0,0,1,1,0,0,G20PRERTRU,231851
WVC041,94,160,7,3,0,0,1,0,2,1,G20PRERTRU,231851
WVC042,214,406,20,7,3,2,1,4,3,4,G20PRERTRU,231851
WVC043,94,138,4,3,2,0,1,1,0,2,G20PRERTRU,231851
WVC044,202,403,15,4,4,0,4,2,3,1,G20PRERTRU,231851
WVC045,308,477,10,3,3,5,0,0,1,5,G20PRERTRU,231851
WVC046,383,618,12,3,7,1,2,4,1,8,G20PRERTRU,231851
WVC047,143,264,13,5,1,2,0,1,3,1,G20PRERTRU,231851
WVC049,263,377,34,2,2,0,6,3,2,0,G20PRERTRU,231851
WVC051,355,461,21,6,5,4,4,1,0,5,G20PRERTRU,231851
WVC053,239,332,19,4,7,2,1,1,2,8,G20PRERTRU,231851
WVC054,537,492,19,2,4,3,2,3,0,3,G20PRERTRU,231851
WVC055,413,388,22,2,8,3,3,2,0,8,G20PRERTRU,231851
WVC056,141,150,13,1,1,0,1,0,1,1,G20PRERTRU,231851
WVC057,280,380,16,4,2,3,2,2,3,4,G20PRERTRU,231851
WVC058,279,373,16,3,3,1,4,0,1,4,G20PRERTRU,231851
WVC059,351,342,18,3,2,1,8,5,2,2,G20PRERTRU,231851
WVC060,280,348,25,4,2,2,7,2,0,10,G20PRERTRU,231851
WVC061,342,281,21,2,4,1,2,1,0,8,G20PRERTRU,231851
WVC062,300,269,10,2,2,1,2,1,0,1,G20PRERTRU,231851
WVC063,362,443,24,2,2,2,4,1,1,8,G20PRERTRU,231851
WVC065,203,209,10,3,1,2,2,1,0,3,G20PRERTRU,231851
WVC066,207,276,8,1,0,4,2,3,1,4,G20PRERTRU,231851
WVC067,257,259,12,6,2,1,4,1,2,5,G20PRERTRU,231851
WVC068,265,205,13,0,0,2,2,0,0,7,G20PRERTRU,231851
WVC070,250,299,8,1,0,0,2,0,0,2,G20PRERTRU,231851
WVC071,372,451,11,8,0,2,4,1,0,3,G20PRERTRU,231851
WVC072,376,558,34,2,0,1,3,1,3,5,G20PRERTRU,231851
WVC073,14,28,1,0,0,0,0,0,0,0,G20PRERTRU,231851
WVC076,61,59,2,0,1,1,0,1,0,4,G20PRERTRU,231851
WVC077,157,283,5,3,2,0,1,1,0,3,G20PRERTRU,231851
WVC078,186,165,8,1,1,1,0,0,0,4,G20PRERTRU,231851
WVC079,158,282,7,2,2,3,0,1,0,1,G20PRERTRU,231851
Centerfield-Sterling-Fayette,203,28,2,0,1,0,0,0,0,1,G20PRERTRU,231851
Ephraim unincorporated,125,13,1,0,0,1,0,0,0,1,G20PRERTRU,231851
Fairview City,579,81,19,0,2,2,3,1,1,5,G20PRERTRU,231851
Fairview unincorporated,582,117,9,0,5,2,1,0,0,6,G20PRERTRU,231851
Fountain Green City,516,67,10,2,3,1,1,5,1,3,G20PRERTRU,231851
Moroni City,506,77,12,3,0,4,2,0,0,5,G20PRERTRU,231851
Moroni unincorporated,126,24,0,0,0,0,0,0,0,0,G20PRERTRU,231851
Mount Pleasant City 1,795,211,21,0,0,0,5,1,2,6,G20PRERTRU,231851
Mount Pleasant City 1 unincorporated,207,23,9,2,0,0,0,0,0,4,G20PRERTRU,231851
Mount Pleasant City 2,412,91,6,0,2,1,0,2,0,3,G20PRERTRU,231851
Mount Pleasant City 2 unincorporated,105,25,4,0,0,0,0,0,0,0,G20PRERTRU,231851
Mount Pleasant City 3 unincorporated,113,14,4,0,0,0,0,0,0,0,G20PRERTRU,231851
Spring City,419,141,9,1,3,1,2,1,0,5,G20PRERTRU,231851
Spring City unincorporated,174,23,2,0,0,0,0,0,0,4,G20PRERTRU,231851
Wales Town,155,30,0,0,2,2,0,0,0,2,G20PRERTRU,231851
Wales-Chester-Fountain Green unincorporated,265,32,5,0,2,0,2,1,0,1,G20PRERTRU,231851
ERD-12:0,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
LINC:1,222,91,5,2,1,0,1,0,1,0,G20PRERTRU,231851
OPHIR,10,4,0,0,0,0,0,0,0,0,G20PRERTRU,231851
STK-01:1-01:2,151,66,10,0,2,1,2,0,0,0,G20PRERTRU,231851
T-03:1-03:2,314,211,20,1,4,0,4,1,0,0,G20PRERTRU,231851
VERN-01:1-01:2,121,16,1,0,0,0,1,0,0,0,G20PRERTRU,231851
American Fork 02,577,265,46,4,4,2,7,2,1,12,G20PRERTRU,231851
American Fork 13,792,339,57,4,9,2,11,4,1,23,G20PRERTRU,231851
American Fork 14,45,11,0,0,0,0,0,0,1,0,G20PRERTRU,231851
Cedar Fort 01,192,38,7,0,1,0,0,0,0,0,G20PRERTRU,231851
Eagle Mountain 01,1265,319,64,4,1,5,6,5,0,22,G20PRERTRU,231851
Eagle Mountain 02,1739,505,108,9,14,16,21,6,1,23,G20PRERTRU,231851
Eagle Mountain 03,1574,507,118,5,10,4,6,0,0,24,G20PRERTRU,231851
Eagle Mountain 04,1340,473,88,9,9,3,11,6,2,25,G20PRERTRU,231851
Eagle Mountain 05,1183,433,103,13,16,3,7,4,2,22,G20PRERTRU,231851
Eagle Mountain 06,1603,586,106,5,10,2,15,3,1,19,G20PRERTRU,231851
Eagle Mountain 07,1553,258,42,3,15,0,7,0,0,12,G20PRERTRU,231851
Eagle Mountain 08,1819,673,117,9,10,5,8,9,1,24,G20PRERTRU,231851
Eagle Mountain 09,162,22,12,0,1,0,2,1,0,2,G20PRERTRU,231851
Fairfield 01,81,19,2,0,0,0,0,0,0,2,G20PRERTRU,231851
Genola 01,717,56,10,0,4,0,1,1,1,2,G20PRERTRU,231851
Goshen 01,142,31,7,0,0,0,0,0,0,0,G20PRERTRU,231851
Goshen 02,165,28,3,0,0,0,1,1,0,1,G20PRERTRU,231851
Lehi 01,825,309,31,5,6,3,8,4,1,21,G20PRERTRU,231851
Lehi 02,704,239,29,5,5,4,1,0,0,13,G20PRERTRU,231851
Lehi 03,906,281,45,3,10,3,7,3,3,19,G20PRERTRU,231851
Lehi 04,1006,393,74,4,10,3,13,2,1,22,G20PRERTRU,231851
Lehi 05,920,307,33,4,4,6,5,4,1,19,G20PRERTRU,231851
Lehi 06,1086,305,45,3,7,0,9,3,0,28,G20PRERTRU,231851
Lehi 07,659,216,41,4,3,0,5,1,0,13,G20PRERTRU,231851
Lehi 08,1203,425,62,2,7,3,10,0,2,34,G20PRERTRU,231851
Lehi 11,1085,334,61,3,10,0,8,4,2,19,G20PRERTRU,231851
Lehi 13,1280,742,119,6,5,6,12,0,1,36,G20PRERTRU,231851
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
Lehi 14,599,439,75,2,7,2,8,1,1,17,G20PRERTRU,231851
Lehi 15,730,406,61,3,9,3,8,6,1,17,G20PRERTRU,231851
Lehi 17,664,232,30,2,2,2,6,0,0,25,G20PRERTRU,231851
Lehi 19,1391,518,92,4,13,8,15,4,3,26,G20PRERTRU,231851
Lehi 20,747,399,51,4,2,3,5,0,0,21,G20PRERTRU,231851
Lehi 22,555,220,40,5,7,1,5,3,1,18,G20PRERTRU,231851
Lehi 23,779,320,57,2,5,3,8,1,0,26,G20PRERTRU,231851
Lehi 24,741,457,61,3,7,2,11,3,0,30,G20PRERTRU,231851
Lehi 26,951,328,43,0,6,0,8,1,0,33,G20PRERTRU,231851
Lindon 01,1487,416,54,4,11,4,10,1,0,34,G20PRERTRU,231851
Payson 03,1149,283,36,2,8,7,7,3,2,8,G20PRERTRU,231851
Payson 06,1221,211,26,1,6,2,3,1,0,14,G20PRERTRU,231851
Provo 17,768,428,40,7,6,4,9,5,0,7,G20PRERTRU,231851
Provo 18,836,464,50,9,11,3,9,1,0,20,G20PRERTRU,231851
Salem 01,230,87,12,3,1,1,2,0,0,5,G20PRERTRU,231851
Salem 05,170,28,3,1,1,0,0,0,0,0,G20PRERTRU,231851
Spanish Fork 07,283,33,8,0,0,1,1,0,0,0,G20PRERTRU,231851
Spanish Fork 07S,2,4,0,0,0,0,0,0,0,0,G20PRERTRU,231851
Spanish Fork 08,1296,440,45,3,3,0,12,0,0,47,G20PRERTRU,231851
Springville 17,249,140,16,2,1,3,5,0,0,3,G20PRERTRU,231851
Santaquin 01,1403,234,36,0,1,1,6,2,0,12,G20PRERTRU,231851
Santaquin 02,1845,358,42,1,11,5,9,8,3,20,G20PRERTRU,231851
Santaquin 04,520,73,8,0,2,0,1,2,0,4,G20PRERTRU,231851
Saratoga Springs 01,1490,490,79,5,10,2,18,6,1,31,G20PRERTRU,231851
Saratoga Springs 02,1300,564,80,9,12,2,12,4,1,21,G20PRERTRU,231851
Saratoga Springs 03,1129,303,57,3,5,2,11,1,0,36,G20PRERTRU,231851
Saratoga Springs 04,756,361,50,1,4,2,3,2,1,12,G20PRERTRU,231851
Saratoga Springs 05,885,389,60,1,5,2,18,2,0,23,G20PRERTRU,231851
Saratoga Springs 06,1074,499,82,6,9,4,13,4,1,28,G20PRERTRU,231851
Saratoga Springs 07,1171,365,57,6,6,1,12,3,1,13,G20PRERTRU,231851
Saratoga Springs 08,1030,357,51,2,4,2,6,1,0,15,G20PRERTRU,231851
Saratoga Springs 09,1212,294,35,2,7,4,10,2,0,17,G20PRERTRU,231851
Saratoga Springs 10,1302,391,67,4,7,2,13,7,0,27,G20PRERTRU,231851
(Unincorporated) BE1,2,1,0,0,0,0,0,0,0,0,G20PRERTRU,231851
(Unincorporated) BE2,63,8,1,0,0,0,0,0,0,1,G20PRERTRU,231851
(Unincorporated) CF1,1,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
(Unincorporated) CF2,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
(Unincorporated) EL1,85,20,0,0,0,0,1,0,0,1,G20PRERTRU,231851
(Unincorporated) EL2,77,5,3,0,1,0,1,0,0,0,G20PRERTRU,231851
(Unincorporated) FF,4,1,0,0,0,0,0,0,0,0,G20PRERTRU,231851
(Unincorporated) LS1,739,91,16,2,3,1,1,0,0,5,G20PRERTRU,231851
(Unincorporated) LS2,337,25,1,2,1,0,1,1,0,1,G20PRERTRU,231851
(Unincorporated) UL1,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
(Unincorporated) UL2,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
Vineyard 01UL,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,231851
HER027,687,447,49,2,1,3,3,3,1,10,G20PRERTRU,231851
